date_confirmation,country,new_cases,cumulative_cases,new_deaths,cumulative_deaths
2020-01-03,Kenya,0,0,0,0
2020-01-04,Kenya,0,0,0,0
2020-01-05,Kenya,0,0,0,0
2020-01-06,Kenya,0,0,0,0
2020-01-07,Kenya,0,0,0,0
2020-01-08,Kenya,0,0,0,0
2020-01-09,Kenya,0,0,0,0
2020-01-10,Kenya,0,0,0,0
2020-01-11,Kenya,0,0,0,0
2020-01-12,Kenya,0,0,0,0
2020-01-13,Kenya,0,0,0,0
2020-01-14,Kenya,0,0,0,0
2020-01-15,Kenya,0,0,0,0
2020-01-16,Kenya,0,0,0,0
2020-01-17,Kenya,0,0,0,0
2020-01-18,Kenya,0,0,0,0
2020-01-19,Kenya,0,0,0,0
2020-01-20,Kenya,0,0,0,0
2020-01-21,Kenya,0,0,0,0
2020-01-22,Kenya,0,0,0,0
2020-01-23,Kenya,0,0,0,0
2020-01-24,Kenya,0,0,0,0
2020-01-25,Kenya,0,0,0,0
2020-01-26,Kenya,0,0,0,0
2020-01-27,Kenya,0,0,0,0
2020-01-28,Kenya,0,0,0,0
2020-01-29,Kenya,0,0,0,0
2020-01-30,Kenya,0,0,0,0
2020-01-31,Kenya,0,0,0,0
2020-02-01,Kenya,0,0,0,0
2020-02-02,Kenya,0,0,0,0
2020-02-03,Kenya,0,0,0,0
2020-02-04,Kenya,0,0,0,0
2020-02-05,Kenya,0,0,0,0
2020-02-06,Kenya,0,0,0,0
2020-02-07,Kenya,0,0,0,0
2020-02-08,Kenya,0,0,0,0
2020-02-09,Kenya,0,0,0,0
2020-02-10,Kenya,0,0,0,0
2020-02-11,Kenya,0,0,0,0
2020-02-12,Kenya,0,0,0,0
2020-02-13,Kenya,0,0,0,0
2020-02-14,Kenya,0,0,0,0
2020-02-15,Kenya,0,0,0,0
2020-02-16,Kenya,0,0,0,0
2020-02-17,Kenya,0,0,0,0
2020-02-18,Kenya,0,0,0,0
2020-02-19,Kenya,0,0,0,0
2020-02-20,Kenya,0,0,0,0
2020-02-21,Kenya,0,0,0,0
2020-02-22,Kenya,0,0,0,0
2020-02-23,Kenya,0,0,0,0
2020-02-24,Kenya,0,0,0,0
2020-02-25,Kenya,0,0,0,0
2020-02-26,Kenya,0,0,0,0
2020-02-27,Kenya,0,0,0,0
2020-02-28,Kenya,0,0,0,0
2020-02-29,Kenya,0,0,0,0
2020-03-01,Kenya,0,0,0,0
2020-03-02,Kenya,0,0,0,0
2020-03-03,Kenya,0,0,0,0
2020-03-04,Kenya,0,0,0,0
2020-03-05,Kenya,0,0,0,0
2020-03-06,Kenya,0,0,0,0
2020-03-07,Kenya,0,0,0,0
2020-03-08,Kenya,0,0,0,0
2020-03-09,Kenya,0,0,0,0
2020-03-10,Kenya,0,0,0,0
2020-03-11,Kenya,0,0,0,0
2020-03-12,Kenya,0,0,0,0
2020-03-13,Kenya,0,0,0,0
2020-03-14,Kenya,1,1,0,0
2020-03-15,Kenya,0,1,0,0
2020-03-16,Kenya,2,3,0,0
2020-03-17,Kenya,0,3,0,0
2020-03-18,Kenya,1,4,0,0
2020-03-19,Kenya,3,7,0,0
2020-03-20,Kenya,0,7,0,0
2020-03-21,Kenya,0,7,0,0
2020-03-22,Kenya,0,7,0,0
2020-03-23,Kenya,8,15,0,0
2020-03-24,Kenya,1,16,0,0
2020-03-25,Kenya,9,25,0,0
2020-03-26,Kenya,0,25,0,0
2020-03-27,Kenya,3,28,4,4
2020-03-28,Kenya,3,31,0,4
2020-03-29,Kenya,7,38,0,4
2020-03-30,Kenya,4,42,0,4
2020-03-31,Kenya,8,50,0,4
2020-04-01,Kenya,9,59,0,4
2020-04-02,Kenya,22,81,2,6
2020-04-03,Kenya,41,122,0,6
2020-04-04,Kenya,0,122,1,7
2020-04-05,Kenya,4,126,0,7
2020-04-06,Kenya,16,142,0,7
2020-04-07,Kenya,0,142,0,7
2020-04-08,Kenya,30,172,0,7
2020-04-09,Kenya,7,179,0,7
2020-04-10,Kenya,5,184,0,7
2020-04-11,Kenya,5,189,0,7
2020-04-12,Kenya,2,191,0,7
2020-04-13,Kenya,6,197,1,8
2020-04-14,Kenya,11,208,1,9
2020-04-15,Kenya,8,216,0,9
2020-04-16,Kenya,9,225,0,9
2020-04-17,Kenya,9,234,1,10
2020-04-18,Kenya,12,246,0,10
2020-04-19,Kenya,16,262,1,11
2020-04-20,Kenya,8,270,2,13
2020-04-21,Kenya,11,281,0,13
2020-04-22,Kenya,15,296,0,13
2020-04-23,Kenya,7,303,0,13
2020-04-24,Kenya,17,320,0,13
2020-04-25,Kenya,16,336,0,13
2020-04-26,Kenya,7,343,0,13
2020-04-27,Kenya,12,355,0,13
2020-04-28,Kenya,8,363,0,13
2020-04-29,Kenya,11,374,0,13
2020-04-30,Kenya,10,384,1,14
2020-05-01,Kenya,12,396,2,16
2020-05-02,Kenya,15,411,4,20
2020-05-03,Kenya,24,435,1,21
2020-05-04,Kenya,30,465,2,23
2020-05-05,Kenya,25,490,0,23
2020-05-06,Kenya,45,535,0,23
2020-05-07,Kenya,47,582,3,26
2020-05-08,Kenya,25,607,3,29
2020-05-09,Kenya,14,621,0,29
2020-05-10,Kenya,28,649,1,30
2020-05-11,Kenya,23,672,2,32
2020-05-12,Kenya,28,700,1,33
2020-05-13,Kenya,15,715,3,36
2020-05-14,Kenya,22,737,4,40
2020-05-15,Kenya,21,758,2,42
2020-05-16,Kenya,23,781,3,45
2020-05-17,Kenya,49,830,5,50
2020-05-18,Kenya,57,887,0,50
2020-05-19,Kenya,25,912,0,50
2020-05-20,Kenya,51,963,0,50
2020-05-21,Kenya,66,1029,0,50
2020-05-22,Kenya,80,1109,0,50
2020-05-23,Kenya,52,1161,0,50
2020-05-24,Kenya,31,1192,0,50
2020-05-25,Kenya,22,1214,1,51
2020-05-26,Kenya,72,1286,1,52
2020-05-27,Kenya,62,1348,0,52
2020-05-28,Kenya,123,1471,3,55
2020-05-29,Kenya,147,1618,3,58
2020-05-30,Kenya,127,1745,4,62
2020-05-31,Kenya,143,1888,1,63
2020-06-01,Kenya,74,1962,1,64
2020-06-02,Kenya,59,2021,5,69
2020-06-03,Kenya,72,2093,2,71
2020-06-04,Kenya,123,2216,3,74
2020-06-05,Kenya,124,2340,4,78
2020-06-06,Kenya,134,2474,1,79
2020-06-07,Kenya,126,2600,4,83
2020-06-08,Kenya,167,2767,1,84
2020-06-09,Kenya,95,2862,1,85
2020-06-10,Kenya,127,2989,3,88
2020-06-11,Kenya,105,3094,1,89
2020-06-12,Kenya,121,3215,3,92
2020-06-13,Kenya,90,3305,4,96
2020-06-14,Kenya,152,3457,4,100
2020-06-15,Kenya,137,3594,3,103
2020-06-16,Kenya,133,3727,1,104
2020-06-17,Kenya,133,3860,1,105
2020-06-18,Kenya,184,4044,2,107
2020-06-19,Kenya,213,4257,10,117
2020-06-20,Kenya,117,4374,2,119
2020-06-21,Kenya,104,4478,2,121
2020-06-22,Kenya,260,4738,2,123
2020-06-23,Kenya,59,4797,2,125
2020-06-24,Kenya,155,4952,3,128
2020-06-25,Kenya,254,5206,2,130
2020-06-26,Kenya,178,5384,2,132
2020-06-27,Kenya,149,5533,5,137
2020-06-28,Kenya,278,5811,4,141
2020-06-29,Kenya,259,6070,2,143
2020-06-30,Kenya,120,6190,1,144
2020-07-01,Kenya,176,6366,4,148
2020-07-02,Kenya,307,6673,1,149
2020-07-03,Kenya,268,6941,3,152
2020-07-04,Kenya,247,7188,2,154
2020-07-05,Kenya,389,7577,5,159
2020-07-06,Kenya,309,7886,1,160
2020-07-07,Kenya,181,8067,4,164
2020-07-08,Kenya,183,8250,3,167
2020-07-09,Kenya,278,8528,2,169
2020-07-10,Kenya,447,8975,4,173
2020-07-11,Kenya,473,9448,8,181
2020-07-12,Kenya,278,9726,3,184
2020-07-13,Kenya,379,10105,1,185
2020-07-14,Kenya,189,10294,12,197
2020-07-15,Kenya,497,10791,5,202
2020-07-16,Kenya,461,11252,7,209
2020-07-17,Kenya,421,11673,8,217
2020-07-18,Kenya,389,12062,5,222
2020-07-19,Kenya,688,12750,3,225
2020-07-20,Kenya,603,13353,9,234
2020-07-21,Kenya,418,13771,4,238
2020-07-22,Kenya,397,14168,12,250
2020-07-23,Kenya,637,14805,10,260
2020-07-24,Kenya,796,15601,3,263
2020-07-25,Kenya,667,16268,11,274
2020-07-26,Kenya,375,16643,4,278
2020-07-27,Kenya,892,17535,2,280
2020-07-28,Kenya,440,17975,5,285
2020-07-29,Kenya,606,18581,14,299
2020-07-30,Kenya,544,19125,12,311
2020-07-31,Kenya,788,19913,14,325
2020-08-01,Kenya,723,20636,16,341
2020-08-02,Kenya,727,21363,23,364
2020-08-03,Kenya,690,22053,5,369
2020-08-04,Kenya,544,22597,13,382
2020-08-05,Kenya,605,23202,6,388
2020-08-06,Kenya,671,23873,3,391
2020-08-07,Kenya,538,24411,8,399
2020-08-08,Kenya,727,25138,14,413
2020-08-09,Kenya,699,25837,5,418
2020-08-10,Kenya,599,26436,2,420
2020-08-11,Kenya,492,26928,3,423
2020-08-12,Kenya,497,27425,15,438
2020-08-13,Kenya,679,28104,18,456
2020-08-14,Kenya,650,28754,4,460
2020-08-15,Kenya,580,29334,5,465
2020-08-16,Kenya,515,29849,7,472
2020-08-17,Kenya,271,30120,2,474
2020-08-18,Kenya,245,30365,8,482
2020-08-19,Kenya,271,30636,5,487
2020-08-20,Kenya,379,31015,19,506
2020-08-21,Kenya,426,31441,10,516
2020-08-22,Kenya,322,31763,16,532
2020-08-23,Kenya,355,32118,10,542
2020-08-24,Kenya,246,32364,6,548
2020-08-25,Kenya,193,32557,6,554
2020-08-26,Kenya,246,32803,6,560
2020-08-27,Kenya,213,33016,4,564
2020-08-28,Kenya,373,33389,3,567
2020-08-29,Kenya,241,33630,0,567
2020-08-30,Kenya,164,33794,5,572
2020-08-31,Kenya,263,34057,2,574
2020-09-01,Kenya,144,34201,3,577
2020-09-02,Kenya,114,34315,0,577
2020-09-03,Kenya,178,34493,4,581
2020-09-04,Kenya,212,34705,4,585
2020-09-05,Kenya,179,34884,4,589
2020-09-06,Kenya,136,35020,5,594
2020-09-07,Kenya,83,35103,3,597
2020-09-08,Kenya,102,35205,2,599
2020-09-09,Kenya,151,35356,0,599
2020-09-10,Kenya,104,35460,8,607
2020-09-11,Kenya,143,35603,5,612
2020-09-12,Kenya,190,35793,4,616
2020-09-13,Kenya,170,35963,3,619
2020-09-14,Kenya,194,36157,3,622
2020-09-15,Kenya,48,36205,2,624
2020-09-16,Kenya,96,36301,10,634
2020-09-17,Kenya,92,36393,3,637
2020-09-18,Kenya,183,36576,5,642
2020-09-19,Kenya,148,36724,4,646
2020-09-20,Kenya,105,36829,0,646
2020-09-21,Kenya,152,36981,2,648
2020-09-22,Kenya,98,37079,2,650
2020-09-23,Kenya,139,37218,9,659
2020-09-24,Kenya,130,37348,5,664
2020-09-25,Kenya,141,37489,5,669
2020-09-26,Kenya,218,37707,13,682
2020-09-27,Kenya,164,37871,7,689
2020-09-28,Kenya,244,38115,2,691
2020-09-29,Kenya,53,38168,9,700
2020-09-30,Kenya,210,38378,7,707
2020-10-01,Kenya,151,38529,4,711
2020-10-02,Kenya,184,38713,7,718
2020-10-03,Kenya,210,38923,7,725
2020-10-04,Kenya,261,39184,3,728
2020-10-05,Kenya,243,39427,3,731
2020-10-06,Kenya,22,39449,4,735
2020-10-07,Kenya,137,39586,8,743
2020-10-08,Kenya,321,39907,5,748
2020-10-09,Kenya,271,40178,3,751
2020-10-10,Kenya,442,40620,4,755
2020-10-11,Kenya,538,41158,5,760
2020-10-12,Kenya,388,41546,6,766
2020-10-13,Kenya,73,41619,11,777
2020-10-14,Kenya,320,41939,10,787
2020-10-15,Kenya,602,42541,10,797
2020-10-16,Kenya,602,43143,8,805
2020-10-17,Kenya,437,43580,8,813
2020-10-18,Kenya,616,44196,12,825
2020-10-19,Kenya,685,44881,7,832
2020-10-20,Kenya,195,45076,7,839
2020-10-21,Kenya,571,45647,3,842
2020-10-22,Kenya,497,46144,16,858
2020-10-23,Kenya,1068,47212,12,870
2020-10-24,Kenya,631,47843,14,884
2020-10-25,Kenya,947,48790,12,896
2020-10-26,Kenya,931,49721,6,902
2020-10-27,Kenya,276,49997,18,920
2020-10-28,Kenya,836,50833,14,934
2020-10-29,Kenya,1019,51852,16,950
2020-10-30,Kenya,760,52612,14,964
2020-10-31,Kenya,1185,53797,17,981
2020-11-01,Kenya,1395,55192,15,996
2020-11-02,Kenya,685,55877,17,1013
2020-11-03,Kenya,724,56601,14,1027
2020-11-04,Kenya,492,57093,12,1039
2020-11-05,Kenya,1494,58587,12,1051
2020-11-06,Kenya,1008,59595,21,1072
2020-11-07,Kenya,1109,60704,21,1093
2020-11-08,Kenya,1065,61769,10,1103
2020-11-09,Kenya,719,62488,8,1111
2020-11-10,Kenya,756,63244,19,1130
2020-11-11,Kenya,1344,64588,24,1154
2020-11-12,Kenya,1216,65804,26,1180
2020-11-13,Kenya,919,66723,23,1203
2020-11-14,Kenya,1470,68193,25,1228
2020-11-15,Kenya,1080,69273,21,1249
2020-11-16,Kenya,972,70245,20,1269
2020-11-17,Kenya,559,70804,18,1287
2020-11-18,Kenya,925,71729,15,1302
2020-11-19,Kenya,957,72686,11,1313
2020-11-20,Kenya,1459,74145,17,1330
2020-11-21,Kenya,1048,75193,19,1349
2020-11-22,Kenya,1211,76404,17,1366
2020-11-23,Kenya,968,77372,14,1380
2020-11-24,Kenya,413,77785,12,1392
2020-11-25,Kenya,727,78512,17,1409
2020-11-26,Kenya,810,79322,8,1417
2020-11-27,Kenya,780,80102,10,1427
2020-11-28,Kenya,1554,81656,14,1441
2020-11-29,Kenya,949,82605,4,1445
2020-11-30,Kenya,711,83316,7,1452
2020-12-01,Kenya,302,83618,17,1469
2020-12-02,Kenya,551,84169,5,1474
2020-12-03,Kenya,961,85130,10,1484
2020-12-04,Kenya,1253,86383,16,1500
2020-12-05,Kenya,866,87249,6,1506
2020-12-06,Kenya,735,87984,12,1518
2020-12-07,Kenya,396,88380,8,1526
2020-12-08,Kenya,199,88579,5,1531
2020-12-09,Kenya,521,89100,14,1545
2020-12-10,Kenya,561,89661,7,1552
2020-12-11,Kenya,644,90305,16,1568
2020-12-12,Kenya,673,90978,14,1582
2020-12-13,Kenya,548,91526,4,1586
2020-12-14,Kenya,366,91892,1,1587
2020-12-15,Kenya,163,92055,6,1593
2020-12-16,Kenya,404,92459,11,1604
2020-12-17,Kenya,394,92853,10,1614
2020-12-18,Kenya,552,93405,4,1618
2020-12-19,Kenya,356,93761,11,1629
2020-12-20,Kenya,390,94151,4,1633
2020-12-21,Kenya,349,94500,6,1639
2020-12-22,Kenya,114,94614,5,1644
2020-12-23,Kenya,154,94768,3,1647
2020-12-24,Kenya,427,95195,1,1648
2020-12-25,Kenya,236,95431,4,1652
2020-12-26,Kenya,282,95713,1,1653
2020-12-27,Kenya,130,95843,2,1655
2020-12-28,Kenya,80,95923,3,1658
2020-12-29,Kenya,69,95992,6,1664
2020-12-30,Kenya,147,96139,1,1665
2020-12-31,Kenya,112,96251,2,1667
2021-01-01,Kenya,207,96458,3,1670
2021-01-02,Kenya,156,96614,11,1681
2021-01-03,Kenya,64,96678,4,1685
2021-01-04,Kenya,124,96802,0,1685
2021-01-05,Kenya,106,96908,1,1686
2021-01-06,Kenya,219,97127,4,1690
2021-01-07,Kenya,271,97398,4,1694
2021-01-08,Kenya,335,97733,8,1702
2021-01-09,Kenya,221,97954,1,1703
2021-01-10,Kenya,230,98184,1,1704
2021-01-11,Kenya,87,98271,6,1710
2021-01-12,Kenya,63,98334,3,1713
2021-01-13,Kenya,98,98432,3,1716
2021-01-14,Kenya,123,98555,4,1720
2021-01-15,Kenya,138,98693,3,1723
2021-01-16,Kenya,166,98859,3,1726
2021-01-17,Kenya,223,99082,2,1728
2021-01-18,Kenya,80,99162,3,1731
2021-01-19,Kenya,65,99227,3,1734
2021-01-20,Kenya,81,99308,0,1734
2021-01-21,Kenya,136,99444,2,1736
2021-01-22,Kenya,186,99630,3,1739
2021-01-23,Kenya,139,99769,1,1740
2021-01-24,Kenya,129,99898,0,1740
2021-01-25,Kenya,85,99983,4,1744
2021-01-26,Kenya,69,100052,0,1744
2021-01-27,Kenya,141,100193,6,1750
2021-01-28,Kenya,130,100323,1,1751
2021-01-29,Kenya,99,100422,2,1753
2021-01-30,Kenya,141,100563,0,1753
2021-01-31,Kenya,112,100675,2,1755
2021-02-01,Kenya,98,100773,8,1763
2021-02-02,Kenya,83,100856,3,1766
2021-02-03,Kenya,153,101009,0,1766
2021-02-04,Kenya,150,101159,3,1769
2021-02-05,Kenya,180,101339,4,1773
2021-02-06,Kenya,195,101534,3,1776
2021-02-07,Kenya,156,101690,0,1776
2021-02-08,Kenya,129,101819,3,1779
2021-02-09,Kenya,125,101944,7,1786
2021-02-10,Kenya,104,102048,3,1789
2021-02-11,Kenya,173,102221,2,1791
2021-02-12,Kenya,132,102353,3,1794
2021-02-13,Kenya,260,102613,0,1794
2021-02-14,Kenya,179,102792,1,1795
2021-02-15,Kenya,75,102867,0,1795
2021-02-16,Kenya,147,103014,0,1795
2021-02-17,Kenya,174,103188,2,1797
2021-02-18,Kenya,144,103332,4,1801
2021-02-19,Kenya,283,103615,6,1807
2021-02-20,Kenya,226,103841,6,1813
2021-02-21,Kenya,152,103993,4,1817
2021-02-22,Kenya,208,104201,6,1823
2021-02-23,Kenya,105,104306,4,1827
2021-02-24,Kenya,194,104500,10,1837
2021-02-25,Kenya,280,104780,2,1839
2021-02-26,Kenya,277,105057,8,1847
2021-02-27,Kenya,410,105467,6,1853
2021-02-28,Kenya,181,105648,1,1854
2021-03-01,Kenya,325,105973,2,1856
2021-03-02,Kenya,152,106125,3,1859
2021-03-03,Kenya,345,106470,4,1863
2021-03-04,Kenya,331,106801,3,1866
2021-03-05,Kenya,528,107329,4,1870
2021-03-06,Kenya,400,107729,3,1873
2021-03-07,Kenya,633,108362,1,1874
2021-03-08,Kenya,465,108827,2,1876
2021-03-09,Kenya,337,109164,3,1879
2021-03-10,Kenya,479,109643,7,1886
2021-03-11,Kenya,713,110356,12,1898
2021-03-12,Kenya,829,111185,1,1899
2021-03-13,Kenya,750,111935,2,1901
2021-03-14,Kenya,870,112805,7,1908
2021-03-15,Kenya,431,113236,5,1913
2021-03-16,Kenya,731,113967,5,1918
2021-03-17,Kenya,1064,115031,7,1925
2021-03-18,Kenya,1279,116310,12,1937
2021-03-19,Kenya,1225,117535,17,1954
2021-03-20,Kenya,1354,118889,28,1982
2021-03-21,Kenya,1274,120163,12,1994
2021-03-22,Kenya,747,120910,17,2011
2021-03-23,Kenya,1130,122040,12,2023
2021-03-24,Kenya,1127,123167,25,2048
2021-03-25,Kenya,1540,124707,18,2066
2021-03-26,Kenya,1463,126170,26,2092
2021-03-27,Kenya,2008,128178,6,2098
2021-03-28,Kenya,1152,129330,6,2104
2021-03-29,Kenya,884,130214,13,2117
2021-03-30,Kenya,902,131116,18,2135
2021-03-31,Kenya,1530,132646,12,2147
2021-04-01,Kenya,1412,134058,6,2153
2021-04-02,Kenya,984,135042,14,2167
2021-04-03,Kenya,1851,136893,19,2186
2021-04-04,Kenya,1184,138077,20,2206
2021-04-05,Kenya,911,138988,18,2224
2021-04-06,Kenya,460,139448,20,2244
2021-04-07,Kenya,394,139842,14,2258
2021-04-08,Kenya,1523,141365,18,2276
2021-04-09,Kenya,1698,143063,16,2292
2021-04-10,Kenya,1091,144154,17,2309
2021-04-11,Kenya,1030,145184,21,2330
2021-04-12,Kenya,486,145670,18,2348
2021-04-13,Kenya,486,146156,20,2368
2021-04-14,Kenya,991,147147,26,2394
2021-04-15,Kenya,981,148128,26,2420
2021-04-16,Kenya,1091,149219,4,2424
2021-04-17,Kenya,1041,150260,19,2443
2021-04-18,Kenya,1027,151287,20,2463
2021-04-19,Kenya,366,151653,18,2481
2021-04-20,Kenya,241,151894,20,2501
2021-04-21,Kenya,629,152523,18,2519
2021-04-22,Kenya,965,153488,21,2540
2021-04-23,Kenya,904,154392,20,2560
2021-04-24,Kenya,773,155165,23,2583
2021-04-25,Kenya,1153,156318,20,2603
2021-04-26,Kenya,469,156787,19,2622
2021-04-27,Kenya,194,156981,21,2643
2021-04-28,Kenya,511,157492,22,2665
2021-04-29,Kenya,834,158326,23,2688
2021-04-30,Kenya,495,158821,19,2707
2021-05-01,Kenya,497,159318,17,2724
2021-05-02,Kenya,735,160053,20,2744
2021-05-03,Kenya,369,160422,19,2763
2021-05-04,Kenya,137,160559,18,2781
2021-05-05,Kenya,345,160904,24,2805
2021-05-06,Kenya,489,161393,20,2825
2021-05-07,Kenya,705,162098,25,2850
2021-05-08,Kenya,568,162666,15,2865
2021-05-09,Kenya,572,163238,18,2883
2021-05-10,Kenya,316,163554,12,2895
2021-05-11,Kenya,66,163620,12,2907
2021-05-12,Kenya,356,163976,21,2928
2021-05-13,Kenya,410,164386,22,2950
2021-05-14,Kenya,334,164720,18,2968
2021-05-15,Kenya,392,165112,8,2976
2021-05-16,Kenya,267,165379,25,3001
2021-05-17,Kenya,86,165465,2,3003
2021-05-18,Kenya,72,165537,10,3013
2021-05-19,Kenya,469,166006,8,3021
2021-05-20,Kenya,376,166382,14,3035
2021-05-21,Kenya,494,166876,5,3040
2021-05-22,Kenya,659,167535,3,3043
2021-05-23,Kenya,573,168108,6,3049
2021-05-24,Kenya,324,168432,10,3059
2021-05-25,Kenya,111,168543,14,3073
2021-05-26,Kenya,382,168925,14,3087
2021-05-27,Kenya,431,169356,10,3097
2021-05-28,Kenya,341,169697,11,3108
2021-05-29,Kenya,344,170041,16,3124
2021-05-30,Kenya,444,170485,17,3141
2021-05-31,Kenya,162,170647,16,3157
2021-06-01,Kenya,88,170735,15,3172
2021-06-02,Kenya,349,171084,16,3188
2021-06-03,Kenya,142,171226,18,3206
2021-06-04,Kenya,432,171658,17,3223
2021-06-05,Kenya,284,171942,17,3240
2021-06-06,Kenya,383,172325,24,3264
2021-06-07,Kenya,166,172491,23,3287
2021-06-08,Kenya,148,172639,21,3308
2021-06-09,Kenya,433,173072,18,3326
2021-06-10,Kenya,589,173661,19,3345
2021-06-11,Kenya,624,174285,17,3362
2021-06-12,Kenya,488,174773,16,3378
2021-06-13,Kenya,403,175176,18,3396
2021-06-14,Kenya,161,175337,14,3410
2021-06-15,Kenya,344,175681,11,3421
2021-06-16,Kenya,456,176137,7,3428
2021-06-17,Kenya,485,176622,0,3428
2021-06-18,Kenya,660,177282,6,3434
2021-06-19,Kenya,796,178078,3,3437
2021-06-20,Kenya,714,178792,10,3447
2021-06-21,Kenya,283,179075,9,3456
2021-06-22,Kenya,218,179293,5,3461
2021-06-23,Kenya,583,179876,23,3484
2021-06-24,Kenya,622,180498,30,3514
2021-06-25,Kenya,741,181239,24,3538
2021-06-26,Kenya,646,181885,18,3556
2021-06-27,Kenya,508,182393,18,3574
2021-06-28,Kenya,204,182597,21,3595
2021-06-29,Kenya,287,182884,17,3612
2021-06-30,Kenya,719,183603,9,3621
2021-07-01,Kenya,558,184161,13,3634
2021-07-02,Kenya,376,184537,6,3640
2021-07-03,Kenya,523,185060,11,3651
2021-07-04,Kenya,531,185591,20,3671
2021-07-05,Kenya,277,185868,4,3675
2021-07-06,Kenya,185,186053,15,3690
2021-07-07,Kenya,400,186453,7,3697
2021-07-08,Kenya,506,186959,8,3705
2021-07-09,Kenya,566,187525,11,3716
2021-07-10,Kenya,452,187977,2,3718
2021-07-11,Kenya,536,188513,3,3721
2021-07-12,Kenya,241,188754,1,3722
2021-07-13,Kenya,188,188942,1,3723
2021-07-14,Kenya,761,189703,9,3732
2021-07-15,Kenya,480,190183,5,3737
2021-07-16,Kenya,837,191020,9,3746
2021-07-17,Kenya,692,191712,8,3754
2021-07-18,Kenya,723,192435,6,3760
2021-07-19,Kenya,323,192758,15,3775
2021-07-20,Kenya,431,193189,8,3783
2021-07-21,Kenya,618,193807,17,3800
2021-07-22,Kenya,503,194310,11,3811
2021-07-23,Kenya,801,195111,15,3826
2021-07-24,Kenya,787,195898,12,3838
2021-07-25,Kenya,847,196745,11,3849
2021-07-26,Kenya,664,197409,16,3865
2021-07-27,Kenya,550,197959,7,3872
2021-07-28,Kenya,976,198935,10,3882
2021-07-29,Kenya,1006,199941,13,3895
2021-07-30,Kenya,1068,201009,15,3910
2021-07-31,Kenya,945,201954,16,3926
2021-08-01,Kenya,1259,203213,5,3931
2021-08-02,Kenya,467,203680,15,3946
2021-08-03,Kenya,591,204271,24,3970
2021-08-04,Kenya,1085,205356,25,3995
2021-08-05,Kenya,1335,206691,30,4025
2021-08-06,Kenya,1571,208262,32,4057
2021-08-07,Kenya,1561,209823,31,4088
2021-08-08,Kenya,1205,211028,29,4117
2021-08-09,Kenya,800,211828,32,4149
2021-08-10,Kenya,745,212573,30,4179
2021-08-11,Kenya,1183,213756,32,4211
2021-08-12,Kenya,1974,215730,30,4241
2021-08-13,Kenya,1546,217276,32,4273
2021-08-14,Kenya,1437,218713,29,4302
2021-08-15,Kenya,1225,219938,17,4319
2021-08-16,Kenya,789,220727,21,4340
2021-08-17,Kenya,679,221406,10,4350
2021-08-18,Kenya,1488,222894,4,4354
2021-08-19,Kenya,1506,224400,24,4378
2021-08-20,Kenya,1263,225663,26,4404
2021-08-21,Kenya,1414,227077,31,4435
2021-08-22,Kenya,1286,228363,32,4467
2021-08-23,Kenya,646,229009,30,4497
2021-08-24,Kenya,619,229628,31,4528
2021-08-25,Kenya,1166,230794,36,4564
2021-08-26,Kenya,1258,232052,36,4600
2021-08-27,Kenya,817,232869,35,4635
2021-08-28,Kenya,932,233801,31,4666
2021-08-29,Kenya,788,234589,28,4694
2021-08-30,Kenya,363,234952,16,4710
2021-08-31,Kenya,346,235298,10,4720
2021-09-01,Kenya,565,235863,6,4726
2021-09-02,Kenya,1018,236881,13,4739
2021-09-03,Kenya,970,237851,7,4746
2021-09-04,Kenya,1001,238852,11,4757
2021-09-05,Kenya,840,239692,21,4778
2021-09-06,Kenya,480,240172,8,4786
2021-09-07,Kenya,258,240430,9,4795
2021-09-08,Kenya,704,241134,5,4800
2021-09-09,Kenya,649,241783,30,4830
2021-09-10,Kenya,501,242284,34,4864
2021-09-11,Kenya,661,242945,32,4896
2021-09-12,Kenya,511,243456,6,4902
2021-09-13,Kenya,269,243725,4,4906
2021-09-14,Kenya,204,243929,17,4923
2021-09-15,Kenya,451,244380,5,4928
2021-09-16,Kenya,446,244826,21,4949
2021-09-17,Kenya,511,245337,12,4961
2021-09-18,Kenya,444,245781,4,4965
2021-09-19,Kenya,515,246296,15,4980
2021-09-20,Kenya,234,246530,9,4989
2021-09-21,Kenya,113,246643,6,4995
2021-09-22,Kenya,313,246956,13,5008
2021-09-23,Kenya,402,247358,10,5018
2021-09-24,Kenya,317,247675,27,5045
2021-09-25,Kenya,394,248069,37,5082
2021-09-26,Kenya,323,248392,14,5096
2021-09-27,Kenya,69,248461,6,5102
2021-09-28,Kenya,54,248515,7,5109
2021-09-29,Kenya,255,248770,7,5116
2021-09-30,Kenya,404,249174,3,5119
2021-10-01,Kenya,260,249434,4,5123
2021-10-02,Kenya,291,249725,5,5128
2021-10-03,Kenya,298,250023,3,5131
2021-10-04,Kenya,91,250114,9,5140
2021-10-05,Kenya,77,250191,1,5141
2021-10-06,Kenya,189,250380,9,5150
2021-10-07,Kenya,130,250510,25,5175
2021-10-08,Kenya,218,250728,3,5178
2021-10-09,Kenya,170,250898,1,5179
2021-10-10,Kenya,159,251057,2,5181
2021-10-11,Kenya,95,251152,0,5181
2021-10-12,Kenya,96,251248,9,5190
2021-10-13,Kenya,65,251313,5,5195
2021-10-14,Kenya,170,251483,3,5198
2021-10-15,Kenya,186,251669,4,5202
